file,label,entropy,brightness_mean,brightness_std,skewness_brightness,kurtosis_brightness,laplacian_variance,gradient_mean,gradient_variance,edge_density,hf_energy_ratio,spectral_slope,spectral_flatness,fft_phase_entropy,freq_lf,freq_mf,freq_hf,dct_energy_ratio,jpeg_artifact_score,stripe_score,lbp_entropy,glcm_contrast,glcm_homogeneity,glcm_energy,noise_entropy,residual_std,noise_variance_patch_std,saturation_mean,hue_entropy,rgb_channel_corr,colorfulness,gray_world_error,compression_ratio,metadata_flag,exif_present,orig_width,orig_height,orig_aspect,file_size_kb,file_bpp
dataset\real_512\000000110359.png,0,6.55285,0.60896,0.1235,-1.792885,3.624203,56.884198,9.196591,1217.098128,0.006271,0.000587,3.832254,7.2e-05,7.993717,0.998258,0.001441,0.000301,3e-05,1.058553,0.008158,5.135569,0.120987,0.971825,0.202247,2.050019,0.009128,0.000263,0.392487,1.742725,0.933332,37.954531,0.304601,0.360054,1.0,0.0,512.0,512.0,1.0,170.742188,0.666962
dataset\real_512\000000110449.png,0,7.249593,0.302307,0.239878,1.195306,1.251132,67.995622,25.672399,2292.903979,0.024342,0.005589,4.285889,0.000153,7.992811,0.98157,0.01567,0.00276,6e-06,1.004653,0.035224,5.82396,0.246339,0.910387,0.075878,3.687426,0.010982,0.000246,0.478573,6.607411,0.922567,39.151756,0.080849,0.56546,1.0,0.0,512.0,512.0,1.0,302.53418,1.181774
dataset\real_512\000000110638.png,0,7.574635,0.483305,0.262388,0.417534,-1.211464,682.458538,61.268114,4742.616625,0.071968,0.00623,3.417726,0.001316,7.993724,0.986274,0.00999,0.003736,0.000359,0.986299,0.044229,6.887147,0.648621,0.840698,0.057597,5.360329,0.028833,0.000734,0.406344,3.691226,0.98553,27.756329,0.183324,0.85508,1.0,0.0,512.0,512.0,1.0,502.18457,1.961658
dataset\real_512\000000110721.png,0,7.886099,0.507504,0.282231,-0.053326,-1.30822,1751.471664,75.516757,12290.393779,0.108261,0.013823,3.322939,0.002623,7.993715,0.973485,0.017779,0.008736,0.000677,0.984109,0.04944,6.620453,0.819439,0.836006,0.043214,4.959654,0.045924,0.00236,0.148053,5.415496,0.985343,18.781519,0.031981,0.82336,1.0,0.0,512.0,512.0,1.0,454.075195,1.773731
dataset\real_512\000000110784.png,0,7.689066,0.426881,0.306234,0.122511,-1.526125,1250.070001,78.527228,15299.730765,0.083221,0.017259,3.676176,0.002004,7.993499,0.962694,0.028216,0.00909,0.000148,1.027589,0.039629,6.671216,1.026287,0.8413,0.055048,5.056429,0.042959,0.002138,0.253891,6.923204,0.949444,33.397157,0.011892,0.798534,1.0,0.0,512.0,512.0,1.0,483.036133,1.88686
dataset\real_512\000000110884.png,0,7.232141,0.377773,0.341013,0.589618,-1.145661,667.228809,46.016081,13957.443359,0.03793,0.009828,3.562542,0.000886,7.993548,0.967786,0.027898,0.004316,7.5e-05,1.029047,0.072889,6.234166,0.959161,0.90287,0.084636,3.859669,0.031875,0.001301,0.538717,5.372344,0.944867,55.916923,0.218975,0.671135,1.0,0.0,512.0,512.0,1.0,340.238281,1.329056
dataset\real_512\000000110972.png,0,6.675811,0.160283,0.172415,1.867576,3.448049,1407.056821,57.679506,9562.303608,0.086517,0.064686,2.802668,0.014194,7.993702,0.895511,0.065273,0.039216,0.00057,0.994369,0.017875,6.668622,0.6769,0.858698,0.184855,4.008881,0.040223,0.003235,0.412322,6.406358,0.937215,21.581203,0.030482,0.673721,1.0,0.0,512.0,512.0,1.0,425.121094,1.660629
dataset\real_512\000000111036.png,0,7.177274,0.218639,0.18914,1.285292,1.472808,1092.857999,58.31986,10489.242946,0.067436,0.038995,3.453324,0.004782,7.99314,0.918319,0.056238,0.025443,0.000113,1.003337,0.015027,6.543126,0.562776,0.885239,0.095577,4.39468,0.038903,0.002125,0.373391,6.368349,0.936461,27.554778,0.034461,0.748459,1.0,0.0,512.0,512.0,1.0,398.048828,1.554878
dataset\real_512\000000110999.png,0,6.31999,0.124502,0.135268,1.87964,3.212313,267.895377,36.590184,3263.764413,0.044178,0.031317,3.959335,0.002336,7.993832,0.939524,0.044217,0.016259,0.000313,0.98842,0.007091,6.198613,0.348131,0.892281,0.214321,4.062032,0.020037,0.000668,0.85329,5.060559,0.591255,57.18767,0.18049,0.652573,1.0,0.0,512.0,512.0,1.0,366.713867,1.432476
dataset\real_512\000000111086.png,0,7.399395,0.417468,0.370087,0.440444,-1.416655,1187.387015,88.682415,21463.043073,0.106979,0.019587,4.139937,0.00099,7.990481,0.946188,0.04517,0.008642,0.000205,1.0122,0.069002,6.476992,1.504519,0.825338,0.08528,4.987321,0.044117,0.001989,0.386133,6.562258,0.97119,30.930523,0.046441,0.755753,1.0,0.0,512.0,512.0,1.0,456.625977,1.783695
dataset\real_512\000000111207.png,0,7.395358,0.275164,0.256311,1.010518,-0.062777,1143.445499,68.013925,12178.723584,0.074146,0.025309,3.331737,0.00489,7.993861,0.938122,0.047577,0.014302,0.000159,1.054684,0.015502,6.546539,0.949326,0.843707,0.079899,4.427703,0.038764,0.002243,0.242589,6.031994,0.935214,33.745292,0.026349,0.797199,1.0,0.0,512.0,512.0,1.0,434.475586,1.69717
dataset\real_512\000000111179.png,0,6.780405,0.490778,0.192276,-0.405499,0.18461,1451.762401,60.920022,12825.465508,0.092258,0.013155,2.967112,0.002651,7.993796,0.968941,0.023297,0.007763,0.000673,1.018692,0.011563,6.567813,0.643107,0.886458,0.169288,4.457468,0.041547,0.002609,0.356384,4.720487,0.672274,74.877186,0.170549,0.688358,1.0,0.0,512.0,512.0,1.0,446.0,1.742188
dataset\real_512\000000111609.png,0,7.63215,0.483078,0.216076,0.603954,-0.376523,810.413729,70.360873,6392.757798,0.107967,0.008079,3.343419,0.001846,7.99384,0.977917,0.017671,0.004412,0.000215,0.990954,0.011208,6.865085,0.675352,0.820552,0.048205,5.432473,0.030809,0.000789,0.287483,6.651653,0.85744,42.343268,0.020031,0.908276,1.0,0.0,512.0,512.0,1.0,520.868164,2.034641
dataset\real_512\000000111951.png,0,7.063133,0.514527,0.141355,-0.236809,0.287876,387.062796,43.306393,4835.244128,0.056705,0.005516,3.644894,0.000596,7.99372,0.988512,0.008676,0.002813,2.9e-05,0.983058,0.005087,6.615878,0.427941,0.880968,0.101263,4.678394,0.024112,0.000754,0.893302,3.280515,0.702125,86.814873,0.718682,0.750458,1.0,0.0,512.0,512.0,1.0,408.192383,1.594501
dataset\real_512\000000112110.png,0,7.186379,0.308689,0.162056,-0.306011,-0.782062,1567.614222,52.490319,3137.211588,0.071892,0.017363,2.2776,0.007808,7.993702,0.974428,0.01183,0.013742,0.001672,0.999211,0.015297,6.919898,0.278477,0.891514,0.08588,5.447261,0.036016,0.00116,0.213524,5.579775,0.947805,22.502103,0.045625,0.773785,1.0,0.0,512.0,512.0,1.0,510.304688,1.993378
dataset\real_512\000000112298.png,0,7.00171,0.416203,0.217941,-0.272642,-0.494178,717.257826,36.567508,5106.379666,0.041409,0.00758,2.846207,0.002023,7.99354,0.9839,0.011472,0.004627,0.000673,0.991072,0.023222,6.69642,0.434972,0.913123,0.099405,4.028142,0.027271,0.001409,0.0,-0.0,1.0,0.0,0.0,0.686954,1.0,0.0,512.0,512.0,1.0,212.02832,0.828236
dataset\real_512\000000112378.png,0,7.803062,0.423268,0.285589,0.63243,-0.91008,6895.465461,142.66213,20612.697525,0.229393,0.045396,2.555763,0.017678,7.993754,0.923532,0.044581,0.031887,0.004665,0.989535,0.021229,6.939113,1.790487,0.707134,0.032329,6.066591,0.080671,0.005622,0.359732,6.436975,0.95298,36.315675,0.139852,0.954853,1.0,0.0,512.0,512.0,1.0,633.40918,2.474255
dataset\real_512\000000112626.png,0,7.375979,0.452011,0.199346,0.237197,-0.928085,415.648344,35.655212,4658.808594,0.045288,0.006068,3.550087,0.000702,7.993504,0.988395,0.008092,0.003513,0.000104,1.021455,0.026558,6.038252,0.434865,0.894013,0.0716,3.833174,0.024389,0.00093,0.202594,4.956227,0.957923,24.71169,0.083873,0.632198,1.0,0.0,512.0,512.0,1.0,300.642578,1.174385
dataset\real_512\000000112634.png,0,7.567537,0.41945,0.269139,0.681896,-0.969742,1483.841017,91.901942,12915.484743,0.141792,0.019732,3.398384,0.003003,7.993076,0.95587,0.033657,0.010474,0.000179,0.98389,0.036922,6.712443,1.35579,0.764683,0.0427,5.393573,0.044345,0.002344,0.264861,6.453107,0.947276,33.396564,0.064422,0.850449,1.0,0.0,512.0,512.0,1.0,517.678711,2.022182
dataset\real_512\000000112798.png,0,7.409208,0.391265,0.335273,0.761818,-0.873758,593.373147,56.504792,7591.658026,0.096615,0.010588,4.19496,0.000696,7.993252,0.975587,0.018992,0.005421,0.00055,1.01877,0.083043,6.186148,0.690196,0.847639,0.074009,4.54347,0.029571,0.00133,0.278578,5.556102,0.982554,24.895869,0.061183,0.672668,1.0,0.0,512.0,512.0,1.0,377.301758,1.473835
dataset\real_512\000000112997.png,0,7.596139,0.388204,0.238426,0.752775,-0.110707,1318.839903,53.127448,6854.478629,0.066738,0.013043,2.819505,0.003946,7.993706,0.973164,0.018359,0.008477,0.002372,1.014238,0.007082,6.754802,0.533961,0.85971,0.059553,4.271188,0.035588,0.002396,0.303385,5.094444,0.92772,47.515598,0.144217,0.816647,1.0,0.0,512.0,512.0,1.0,488.445312,1.90799
dataset\real_512\000000113051.png,0,6.573498,0.194946,0.258068,2.131401,3.741384,731.976644,42.742117,9133.916483,0.048698,0.025607,3.319782,0.004046,7.992883,0.939787,0.046343,0.01387,0.000751,1.006943,0.036723,6.189274,0.682828,0.901799,0.184988,3.825942,0.031479,0.001989,0.305364,5.885316,0.988737,13.625839,0.015645,0.601234,1.0,0.0,512.0,512.0,1.0,359.902344,1.405869
dataset\real_512\000000113354.png,0,7.674075,0.431031,0.229309,0.518173,-0.810269,3763.388513,125.310882,16266.68198,0.222141,0.035031,2.735847,0.010531,7.993392,0.934776,0.043299,0.021926,0.001341,1.000634,0.01312,6.900909,1.490824,0.731246,0.034355,5.855901,0.063828,0.002768,0.244661,6.631444,0.961418,27.382742,0.116866,0.92794,1.0,0.0,512.0,512.0,1.0,602.842773,2.354855
dataset\real_512\000000113235.png,0,7.849647,0.438735,0.251985,0.268806,-0.775521,3106.064029,91.789326,9915.834885,0.173794,0.020487,2.568858,0.00798,7.9938,0.96318,0.022414,0.014405,0.000699,0.999844,0.0175,6.860608,0.852344,0.78352,0.036051,5.473389,0.053676,0.002724,0.382676,6.38221,0.878188,54.990785,0.138442,0.891487,1.0,0.0,512.0,512.0,1.0,564.401367,2.204693
dataset\real_512\000000113403.png,0,7.604674,0.549638,0.214735,-0.464463,-0.655004,844.057773,62.485234,6225.053691,0.093975,0.007057,3.307788,0.001413,7.993364,0.984496,0.011402,0.004102,0.000825,0.989717,0.018192,6.798486,0.524648,0.846652,0.055049,4.842607,0.031848,0.00101,0.427752,5.368688,0.874173,61.93035,0.210197,0.844673,1.0,0.0,512.0,512.0,1.0,494.400391,1.931252
dataset\real_512\000000113589.png,0,7.545958,0.546982,0.193954,-0.097389,-0.836329,885.962357,55.710395,5109.84911,0.086941,0.005706,2.942719,0.001676,7.99369,0.988092,0.008232,0.003676,0.000542,1.010591,0.017841,6.730476,0.464936,0.853354,0.057226,4.923626,0.030979,0.000888,0.511855,5.164605,0.817397,65.46751,0.256189,0.807278,1.0,0.0,512.0,512.0,1.0,458.887695,1.79253
dataset\real_512\000000113720.png,0,7.592144,0.456832,0.240221,-0.344068,-1.115047,379.960031,56.101654,6022.689804,0.087498,0.006455,3.887942,0.000719,7.991068,0.980514,0.016528,0.002958,0.000532,0.982102,0.024711,6.603099,0.552451,0.856352,0.056272,4.901814,0.024164,0.000565,0.485942,4.563367,0.886383,54.353784,0.223247,0.792973,1.0,0.0,512.0,512.0,1.0,424.706055,1.659008
dataset\real_512\000000114049.png,0,7.420949,0.329012,0.258746,0.274438,-1.236649,1029.405198,87.045707,16482.643372,0.11401,0.027454,3.875777,0.002195,7.993607,0.930591,0.056389,0.01302,0.000693,1.03748,0.032201,6.005621,1.960631,0.75571,0.054872,4.666251,0.041153,0.0018,0.281277,6.080935,0.952636,28.895765,0.025804,0.788967,1.0,0.0,512.0,512.0,1.0,407.238281,1.590775
dataset\real_512\000000113867.png,0,7.446789,0.355092,0.272848,1.200229,0.315145,2358.460428,86.916657,10033.921216,0.163609,0.023631,2.705831,0.007635,7.993711,0.954641,0.029877,0.015483,0.000985,1.004143,0.037929,6.733216,1.364936,0.766063,0.051912,5.715039,0.049395,0.001676,0.242645,5.843289,0.979925,23.701113,0.028649,0.852291,1.0,0.0,512.0,512.0,1.0,527.854492,2.061932
dataset\real_512\000000114770.png,0,7.531092,0.437831,0.192542,0.436733,-0.04844,827.166274,72.697247,9785.075573,0.105915,0.015305,3.781758,0.001587,7.993846,0.965227,0.027184,0.007589,0.000358,0.99439,0.013631,6.658912,0.819654,0.822764,0.058748,5.071544,0.035115,0.001404,0.180988,6.619584,0.884778,33.212655,0.043921,0.821983,1.0,0.0,512.0,512.0,1.0,464.708008,1.815266
dataset\real_512\000000114871.png,0,6.640315,0.686598,0.12289,-1.650556,4.915291,80.12455,22.745858,1386.190433,0.015759,0.000698,3.794187,8.9e-05,7.993558,0.997736,0.001952,0.000312,1.9e-05,1.002362,0.005441,6.596664,0.183732,0.939234,0.187054,3.882167,0.010697,0.000256,0.266084,4.77598,0.690783,66.703359,0.175651,0.630043,1.0,0.0,512.0,512.0,1.0,362.911133,1.417622
dataset\real_512\000000114884.png,0,7.222396,0.633379,0.245252,-1.274431,0.643291,2022.547537,125.358506,31110.837567,0.139957,0.023283,4.020976,0.001048,7.992536,0.954036,0.035808,0.010155,9e-06,1.010084,0.016397,6.59897,2.168811,0.781564,0.106173,5.541425,0.059628,0.003883,0.173859,6.975306,0.934084,32.859665,0.048029,0.79401,1.0,0.0,512.0,512.0,1.0,547.365234,2.138145
dataset\real_512\000000114907.png,0,7.831606,0.414376,0.275807,0.183482,-1.178907,1170.844391,89.108389,14478.974212,0.135502,0.018305,3.723637,0.002365,7.993538,0.949512,0.041337,0.009152,0.000416,1.004879,0.027196,6.550452,1.420512,0.777202,0.035582,5.165011,0.041125,0.001437,0.194867,6.069963,0.942726,33.665675,0.028697,0.854721,1.0,0.0,512.0,512.0,1.0,454.597656,1.775772
dataset\real_512\000000115118.png,0,7.575756,0.357574,0.202504,0.711875,0.184172,5589.667925,156.927458,24322.659851,0.260109,0.084073,2.833953,0.014692,7.993548,0.890349,0.052704,0.056947,0.001363,0.996431,0.005723,6.833883,1.470542,0.720891,0.040338,6.430963,0.082796,0.005888,0.243417,6.438554,0.862463,41.56614,0.065954,0.916027,1.0,0.0,512.0,512.0,1.0,615.089844,2.402695
dataset\real_512\000000115245.png,0,7.422143,0.440922,0.342806,0.514014,-1.31432,792.338205,58.225016,11274.164906,0.067371,0.009573,3.443023,0.001684,7.993228,0.973218,0.022273,0.004509,0.000379,1.013002,0.044186,6.691636,0.8875,0.857887,0.076038,4.675925,0.03283,0.001518,0.325959,6.098577,0.952696,36.561948,0.018416,0.784149,1.0,0.0,512.0,512.0,1.0,415.958008,1.624836
dataset\real_512\000000115870.png,0,7.735699,0.403558,0.255629,0.597963,-0.206877,1377.075256,81.142242,12465.625594,0.121006,0.018939,3.418662,0.003265,7.993344,0.959027,0.030327,0.010646,0.001364,0.998875,0.024517,6.666049,1.24231,0.806179,0.041427,5.146056,0.04255,0.00176,0.322846,5.935564,0.941382,35.444551,0.083922,0.849197,1.0,0.0,512.0,512.0,1.0,484.783203,1.893684
dataset\real_512\000000115885.png,0,7.509809,0.43252,0.254526,-0.143094,-1.23652,303.568135,44.677264,5977.027217,0.049187,0.007018,4.214088,0.000326,7.991251,0.982123,0.014515,0.003362,2.1e-05,0.994028,0.023992,6.430436,0.569317,0.886916,0.073735,4.548187,0.022924,0.000677,0.173226,6.38636,0.963052,25.991492,0.03491,0.739418,1.0,0.0,512.0,512.0,1.0,380.375,1.48584
dataset\real_512\000000115898.png,0,7.858853,0.547664,0.260949,-0.33442,-0.648134,1606.227021,94.352496,8276.395332,0.194054,0.012021,3.30919,0.002323,7.993654,0.978219,0.014356,0.007425,0.00066,1.001946,0.024956,6.782846,0.930683,0.774888,0.031197,5.51926,0.044297,0.0014,0.118451,6.055603,0.984372,16.995847,0.030796,0.895294,1.0,0.0,512.0,512.0,1.0,540.831055,2.112621
dataset\real_512\000000115946.png,0,7.412896,0.573613,0.279396,-0.02745,-1.466398,1866.017241,78.411198,13388.604645,0.129025,0.012134,3.090801,0.002329,7.993814,0.975517,0.016908,0.007576,2.5e-05,0.991653,0.044446,6.314788,0.919393,0.827085,0.094797,4.989516,0.047832,0.002155,0.187877,6.173346,0.916517,43.008045,0.061773,0.762146,1.0,0.0,512.0,512.0,1.0,438.208984,1.711754
dataset\real_512\000000116206.png,0,7.652265,0.412848,0.22192,-0.019337,-0.99138,578.925025,49.365724,3687.137255,0.067825,0.006844,3.059827,0.001803,7.993415,0.984848,0.011128,0.004025,9.4e-05,1.013284,0.030257,6.903698,0.398254,0.858567,0.053113,4.724459,0.025473,0.000497,0.334862,5.785307,0.77973,64.668489,0.160966,0.832245,1.0,0.0,512.0,512.0,1.0,471.520508,1.841877
dataset\real_512\000000116068.png,0,7.672262,0.575516,0.25804,-0.461516,-1.076839,687.781317,50.393014,7487.328278,0.087616,0.006681,3.927251,0.00063,7.993266,0.987317,0.00901,0.003673,6.1e-05,1.003261,0.039282,6.151345,0.612224,0.877207,0.063606,4.376535,0.030977,0.001248,0.219959,5.907266,0.931818,35.816479,0.019726,0.639202,1.0,0.0,512.0,512.0,1.0,355.642578,1.389229
dataset\real_512\000000116208.png,0,7.790207,0.39615,0.25014,0.299036,-0.978724,2180.323022,103.910893,16430.334406,0.162418,0.027209,3.096967,0.006425,7.993369,0.933383,0.051517,0.0151,0.001562,1.004403,0.016079,6.78581,1.425061,0.762509,0.033332,5.277885,0.050994,0.002169,0.379403,6.606446,0.833058,52.626514,0.04979,0.905243,1.0,0.0,512.0,512.0,1.0,560.81543,2.190685
dataset\real_512\000000116362.png,0,7.193815,0.505255,0.272898,-0.420028,-0.750557,312.433155,46.520972,5804.269782,0.041405,0.003544,3.878137,0.0004,7.993697,0.988113,0.010187,0.0017,3e-05,1.014795,0.045054,6.091075,0.627911,0.862091,0.056394,4.348131,0.021829,0.000809,0.353862,5.633568,0.935798,55.239459,0.174939,0.703873,1.0,0.0,512.0,512.0,1.0,354.813477,1.38599
dataset\real_512\000000116439.png,0,7.582991,0.297442,0.238794,1.119037,0.599151,2094.564412,108.830597,16148.198967,0.175064,0.04614,3.373787,0.007061,7.993713,0.911108,0.06246,0.026432,0.000664,1.013582,0.014187,6.608569,1.67958,0.740112,0.042585,5.638792,0.053182,0.002979,0.40675,6.892742,0.81413,56.733291,0.056806,0.902763,1.0,0.0,512.0,512.0,1.0,532.865234,2.081505
dataset\real_512\000000116479.png,0,7.534345,0.348801,0.192148,0.078692,-0.652616,559.586989,60.084457,5730.052862,0.083458,0.012645,3.75822,0.001237,7.993627,0.972542,0.020645,0.006813,0.000137,0.990308,0.021361,6.414551,0.908441,0.789263,0.045355,5.280663,0.028616,0.000794,0.487116,6.654459,0.812435,51.693478,0.076294,0.885361,1.0,0.0,512.0,512.0,1.0,487.226562,1.903229
dataset\real_512\000000116589.png,0,7.850147,0.400379,0.260092,0.255875,-1.04436,1142.063052,115.541613,22111.515216,0.128876,0.027791,4.352383,0.001479,7.99314,0.91435,0.075202,0.010448,6.9e-05,1.000897,0.015231,6.418518,2.129289,0.740065,0.030182,5.517006,0.045186,0.001976,0.147827,6.357917,0.988789,13.974764,0.024279,0.891712,1.0,0.0,512.0,512.0,1.0,483.416992,1.888348
dataset\real_512\000000116825.png,0,7.83805,0.530118,0.282515,-0.409177,-1.022718,146.667619,33.330391,2995.452546,0.026836,0.002414,4.146066,0.000133,7.981203,0.992647,0.006182,0.001171,2e-06,0.99442,0.034447,6.111724,0.421216,0.8849,0.052203,3.44272,0.014826,0.000641,0.225941,6.083267,0.926921,40.36391,0.063922,0.697861,1.0,0.0,512.0,512.0,1.0,329.450195,1.286915
dataset\real_512\000000117197.png,0,7.636173,0.4636,0.227177,-0.38316,-0.831319,3672.334877,116.364856,18294.093953,0.162899,0.031236,2.709844,0.008509,7.993462,0.944174,0.036643,0.019183,0.010765,1.006813,0.020653,6.643193,1.027252,0.809636,0.055387,5.513444,0.063349,0.004601,0.290835,6.282325,0.879796,44.293626,0.078726,0.865738,1.0,0.0,512.0,512.0,1.0,522.015625,2.039124
dataset\real_512\000000117374.png,0,7.589927,0.533511,0.186813,-0.209369,-0.321351,3679.013492,119.850239,9294.312114,0.266003,0.022176,2.731907,0.006169,7.993731,0.969214,0.014468,0.016318,0.001022,1.004903,0.009567,6.865493,0.813067,0.755399,0.041953,6.134758,0.062231,0.00233,0.33281,4.704971,0.937103,33.731529,0.176184,0.921043,1.0,0.0,512.0,512.0,1.0,586.524414,2.291111
dataset\real_512\000000117425.png,0,7.622708,0.365573,0.224326,0.301728,-0.969331,666.364168,47.65593,5713.138571,0.072159,0.010152,3.463994,0.001999,7.99202,0.976441,0.017324,0.006235,0.000142,0.998772,0.013519,6.506402,0.489338,0.877386,0.062095,4.236813,0.02849,0.001435,0.483752,5.272778,0.862728,54.125429,0.170493,0.738102,1.0,0.0,512.0,512.0,1.0,418.581055,1.635082
dataset\real_512\000000117492.png,0,7.453087,0.281791,0.206262,1.000395,1.005467,1389.651855,84.313323,9314.321074,0.145573,0.032084,3.286559,0.006568,7.993505,0.932085,0.049401,0.018514,0.000472,0.997521,0.016389,6.754476,0.974847,0.788682,0.050943,5.231061,0.041266,0.001741,0.435048,6.776881,0.793244,52.112807,0.072199,0.836079,1.0,0.0,512.0,512.0,1.0,530.079102,2.070621
dataset\real_512\000000117525.png,0,7.38333,0.346669,0.213945,0.96177,0.04047,693.398695,68.099216,5795.863383,0.095463,0.013645,3.355958,0.002772,7.993194,0.963955,0.02876,0.007285,0.000121,1.000854,0.015953,6.690264,0.784283,0.805402,0.0693,5.126927,0.02999,0.000679,0.340967,5.759138,0.880765,52.17138,0.142384,0.848396,1.0,0.0,512.0,512.0,1.0,489.56543,1.912365
dataset\real_512\000000117645.png,0,5.148014,0.545527,0.055799,-3.826056,21.225609,59.700752,14.090477,487.73752,0.00507,0.000618,3.093366,0.000147,7.991884,0.998634,0.001019,0.000347,6e-06,0.999994,0.001594,6.391708,0.083686,0.968383,0.555419,3.428664,0.008284,0.000216,0.085758,3.936262,0.988316,6.367168,0.048616,0.500504,1.0,0.0,512.0,512.0,1.0,304.761719,1.190475
dataset\real_512\000000117719.png,0,6.636994,0.176393,0.219036,1.874491,2.991185,1305.684111,81.600346,17876.093218,0.103176,0.065878,3.509663,0.00788,7.993698,0.839666,0.129075,0.031259,0.004489,0.998041,0.01177,6.377034,1.386091,0.821393,0.175106,4.693648,0.043825,0.002112,0.510323,5.629539,0.787297,68.001831,0.16071,0.726135,1.0,0.0,512.0,512.0,1.0,433.917969,1.694992
dataset\real_512\000000117744.png,0,7.704347,0.515081,0.235916,-0.369993,-0.892744,523.994593,75.86276,9415.691561,0.129288,0.011029,4.274428,0.000348,7.993042,0.975626,0.020427,0.003946,7e-06,1.01231,0.032148,6.329515,1.008088,0.795665,0.050167,5.293176,0.0315,0.0015,0.146319,6.886363,0.944733,28.314224,0.019735,0.823776,1.0,0.0,512.0,512.0,1.0,439.955078,1.718575
dataset\real_512\000000117908.png,0,7.617518,0.4489,0.225055,0.13827,-1.06877,166.005915,43.08577,4381.059115,0.047344,0.00472,4.410593,0.000136,7.990054,0.985593,0.01259,0.001816,9e-06,1.06337,0.023945,6.25403,0.450322,0.871361,0.055139,4.730489,0.017949,0.000468,0.555697,4.009261,0.898483,53.219908,0.289984,0.727715,1.0,0.0,512.0,512.0,1.0,371.064453,1.449471
